metric,deeponet_mean,deeponet_std,mlp_mean,mlp_std,n_hearts
vm_rel_l2,0.1338530620850908,0.01898011807346265,0.16418652492934294,0.03491548313549367,25
vm_mae_mv,1.8873063802719117,0.3801624130968249,2.5890063762664797,0.7975774782623878,25
decoded_at_mae_ms,4.533372077941895,1.0449791973111138,6.420421352386475,2.1146646582986053,25
dvdt_fraction,0.32968445366889787,0.00567686687223018,0.3557461301673988,0.003493487107947057,25
